Lexical Analysis Log
User: DavidlunaT
File: algoritmo1.cs
Date: 11-07-2025-16h52

=== TOKENS ===
USING             'using'                        (line 1)
CONVERT           'Convert'                      (line 13)
DOT               '.'                            (line 13)
TOINT32           'ToInt32'                      (line 13)
OPEN_PAREN        '('                            (line 13)
CONSOLE           'Console'                      (line 13)
DOT               '.'                            (line 13)
READLINE          'ReadLine'                     (line 13)
OPEN_PAREN        '('                            (line 13)
CLOSE_PAREN       ')'                            (line 13)
CLOSE_PAREN       ')'                            (line 13)
SEMICOLON         ';'                            (line 13)
LIST              'List'                         (line 14)
LESS_THAN         '<'                            (line 14)
IDENTIFIER        'Clase'                        (line 14)
GREATER_THAN      '>'                            (line 14)
IDENTIFIER        'listaejemplo'                 (line 14)
CONSOLE           'Console'                      (line 16)
DOT               '.'                            (line 16)
WRITE             'Write'                        (line 16)
OPEN_PAREN        '('                            (line 16)
STRING            'Choose operation (+ or -): '  (line 16)
CLOSE_PAREN       ')'                            (line 16)
SEMICOLON         ';'                            (line 16)
STRING_TYPE       'string'                       (line 17)
IDENTIFIER        'operation'                    (line 17)
ASSIGN            '='                            (line 17)
CONSOLE           'Console'                      (line 17)
DOT               '.'                            (line 17)
READLINE          'ReadLine'                     (line 17)
OPEN_PAREN        '('                            (line 17)
CLOSE_PAREN       ')'                            (line 17)
SEMICOLON         ';'                            (line 17)
INT_TYPE          'int'                          (line 19)
IDENTIFIER        'result'                       (line 19)
ASSIGN            '='                            (line 19)
INTEGER           0                              (line 19)
SEMICOLON         ';'                            (line 19)
IF                'if'                           (line 21)
OPEN_PAREN        '('                            (line 21)
IDENTIFIER        'operation'                    (line 21)
EQUAL             '=='                           (line 21)
STRING            '+'                            (line 21)
CLOSE_PAREN       ')'                            (line 21)
OPEN_BRACE        '{'                            (line 22)
IDENTIFIER        'result'                       (line 23)
ASSIGN            '='                            (line 23)
IDENTIFIER        'num1'                         (line 23)
PLUS              '+'                            (line 23)
IDENTIFIER        'num2'                         (line 23)
SEMICOLON         ';'                            (line 23)
CLOSE_BRACE       '}'                            (line 24)
ELSE              'else'                         (line 25)
IF                'if'                           (line 25)
OPEN_PAREN        '('                            (line 25)
IDENTIFIER        'operation'                    (line 25)
EQUAL             '=='                           (line 25)
STRING            '-'                            (line 25)
CLOSE_PAREN       ')'                            (line 25)
OPEN_BRACE        '{'                            (line 26)
IDENTIFIER        'result'                       (line 27)
ASSIGN            '='                            (line 27)
IDENTIFIER        'num1'                         (line 27)
MINUS             '-'                            (line 27)
IDENTIFIER        'num2'                         (line 27)
SEMICOLON         ';'                            (line 27)
CLOSE_BRACE       '}'                            (line 28)
ELSE              'else'                         (line 29)
OPEN_BRACE        '{'                            (line 30)
CONSOLE           'Console'                      (line 31)
DOT               '.'                            (line 31)
WRITELINE         'WriteLine'                    (line 31)
OPEN_PAREN        '('                            (line 31)
STRING            'Invalid operation.'           (line 31)
CLOSE_PAREN       ')'                            (line 31)
SEMICOLON         ';'                            (line 31)
RETURN            'return'                       (line 32)
SEMICOLON         ';'                            (line 32)
CLOSE_BRACE       '}'                            (line 33)
CONSOLE           'Console'                      (line 35)
DOT               '.'                            (line 35)
WRITELINE         'WriteLine'                    (line 35)
OPEN_PAREN        '('                            (line 35)
STRING            'Result: '                     (line 35)
PLUS              '+'                            (line 35)
IDENTIFIER        'result'                       (line 35)
CLOSE_PAREN       ')'                            (line 35)
SEMICOLON         ';'                            (line 35)
CLOSE_BRACE       '}'                            (line 36)
CLOSE_BRACE       '}'                            (line 37)

No lexical errors detected.
