Lexical Analysis Log
User: DavidlunaT
File: temp_analysis.cs
Date: 11-07-2025-04h52

=== TOKENS ===
USING             'using'                        (line 1115)
CLOSE_PAREN       ')'                            (line 1138)
OPEN_BRACE        '{'                            (line 1139)
IDENTIFIER        'result'                       (line 1140)
ASSIGN            '='                            (line 1140)
IDENTIFIER        'num1'                         (line 1140)
MINUS             '-'                            (line 1140)
IDENTIFIER        'num2'                         (line 1140)
SEMICOLON         ';'                            (line 1140)
CLOSE_BRACE       '}'                            (line 1141)
ELSE              'else'                         (line 1142)
OPEN_BRACE        '{'                            (line 1143)
CONSOLE           'Console'                      (line 1144)
DOT               '.'                            (line 1144)
WRITELINE         'WriteLine'                    (line 1144)
OPEN_PAREN        '('                            (line 1144)
STRING            'Invalid operation.'           (line 1144)
CLOSE_PAREN       ')'                            (line 1144)
SEMICOLON         ';'                            (line 1144)
RETURN            'return'                       (line 1145)
SEMICOLON         ';'                            (line 1145)
CLOSE_BRACE       '}'                            (line 1146)
CONSOLE           'Console'                      (line 1148)
DOT               '.'                            (line 1148)
WRITELINE         'WriteLine'                    (line 1148)
OPEN_PAREN        '('                            (line 1148)
STRING            'Result: '                     (line 1148)
PLUS              '+'                            (line 1148)
IDENTIFIER        'result'                       (line 1148)
CLOSE_PAREN       ')'                            (line 1148)
SEMICOLON         ';'                            (line 1148)
CLOSE_BRACE       '}'                            (line 1149)
CLOSE_BRACE       '}'                            (line 1150)

No lexical errors detected.
